datetime,hits,total_bytes,unique_hosts,unique_urls,unique_methods,unique_versions,min_bytes,max_bytes,mean_bytes,std_bytes,median_bytes,count_success,count_redirect_301,count_redirect_302,count_cache_304,count_client_err,count_server_err,hits_lag_1,hits_lag_2,hits_lag_4,bytes_lag_1,bytes_lag_2,bytes_lag_4,hits_roll_mean_2,hits_roll_std_2,hits_roll_mean_4,hits_roll_std_4,bytes_roll_mean_2,bytes_roll_mean_4,bytes_roll_std_2,bytes_roll_std_4,success_rate,redirect_301_rate,redirect_302_rate,cache_304_rate,client_error_rate,server_error_rate,redirect_rate,error_rate,error_rate_lag_1,redirect_rate_lag_1,cache_rate_lag_1,hour,day_of_week,is_weekend,sin_hour,cos_hour,sin_dow,cos_dow,hits_diff_1,bytes_diff_1,hits_pct_change_1,bytes_pct_change_1,bytes_per_hit,is_gap,time_gap_sec
1995-07-01 02:30:00-04:00,534,13827603,88,206,2,1,0.0,1121554.0,25894.387640449437,95106.66455078301,4458.0,489,0,15,27,3,0,538.0,697.0,833.0,16074744.0,14072828.0,25377107.0,536.0,2.8284271247461903,627.75,107.53720286486909,14951173.5,16092629.5,1588968.6393823195,3039934.566143214,0.9157303370786517,0.0,0.028089887640449437,0.05056179775280899,0.0056179775280898875,0.0,0.028089887640449437,0.0056179775280898875,0.00929368029739777,0.05018587360594796,0.027881040892193308,2,5,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-4.0,-2247141.0,-0.0074349442379182396,-0.13979326824738236,25894.387640449437,0,900.0
1995-07-01 02:45:00-04:00,499,13185446,73,187,1,1,0.0,946425.0,26423.739478957916,78243.76111936777,3635.0,437,0,15,47,0,0,534.0,538.0,742.0,13827603.0,16074744.0,20395343.0,516.5,24.748737341529164,567.0,88.41945487278241,13506524.5,14290155.25,454073.5692864098,1247173.5045339842,0.875751503006012,0.0,0.03006012024048096,0.09418837675350701,0.0,0.0,0.03006012024048096,0.0,0.0056179775280898875,0.028089887640449437,0.05056179775280899,2,5,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-35.0,-642157.0,-0.06554307116104874,-0.046440225395536716,26423.739478957916,0,900.0
1995-07-01 03:00:00-04:00,501,9363978,73,206,1,1,0.0,887988.0,18690.574850299403,58460.978855035355,3985.0,456,0,16,29,0,0,499.0,534.0,697.0,13185446.0,13827603.0,14072828.0,500.0,1.4142135623730951,518.0,20.86464313937184,11274712.0,13112942.75,2702185.9368873932,2789444.349414099,0.9101796407185628,0.0,0.031936127744510975,0.05788423153692615,0.0,0.0,0.031936127744510975,0.0,0.0,0.03006012024048096,0.09418837675350701,3,5,1,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,2.0,-3821468.0,0.004008016032064132,-0.28982470520906156,18690.574850299403,0,900.0
1995-07-01 03:15:00-04:00,420,10795153,62,182,2,1,0.0,887988.0,25702.745238095238,78240.58988443771,4015.0,391,0,12,16,1,0,501.0,499.0,538.0,9363978.0,13185446.0,16074744.0,460.5,57.27564927611035,488.5,48.40454524112381,10079565.5,11793045.0,1011993.5475646572,2079612.2823191495,0.930952380952381,0.0,0.02857142857142857,0.0380952380952381,0.002380952380952381,0.0,0.02857142857142857,0.002380952380952381,0.0,0.031936127744510975,0.05788423153692615,3,5,1,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-81.0,1431175.0,-0.16167664670658688,0.15283835566465442,25702.745238095238,0,900.0
1995-07-01 03:30:00-04:00,398,8999235,65,151,2,1,0.0,946425.0,22611.143216080403,72362.9216274505,3985.0,338,0,10,43,7,0,420.0,501.0,534.0,10795153.0,9363978.0,13827603.0,409.0,15.556349186104045,454.5,53.307285305731604,9897194.0,10585953.0,1269905.796254982,1898422.6267437558,0.8492462311557789,0.0,0.02512562814070352,0.10804020100502512,0.017587939698492462,0.0,0.02512562814070352,0.017587939698492462,0.002380952380952381,0.02857142857142857,0.0380952380952381,3,5,1,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-22.0,-1795918.0,-0.05238095238095242,-0.16636336696663767,22611.143216080403,0,900.0
1995-07-01 03:45:00-04:00,415,8134852,69,180,3,1,0.0,283389.0,19602.053012048193,37874.37405885198,4441.0,378,0,13,16,8,0,398.0,420.0,499.0,8999235.0,10795153.0,13185446.0,406.5,12.020815280171307,433.5,45.97463068548424,8567043.5,9323304.5,611211.0808423716,1108367.0760990372,0.9108433734939759,0.0,0.03132530120481928,0.03855421686746988,0.01927710843373494,0.0,0.03132530120481928,0.01927710843373494,0.017587939698492462,0.02512562814070352,0.10804020100502512,3,5,1,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,17.0,-864383.0,0.04271356783919589,-0.09605071986674418,19602.053012048193,0,900.0
1995-07-01 04:00:00-04:00,409,8214982,68,152,1,1,0.0,543680.0,20085.530562347187,44140.332762252976,4441.0,368,0,13,26,2,0,415.0,398.0,501.0,8134852.0,8999235.0,9363978.0,412.0,4.242640687119285,410.5,9.469248474227989,8174917.0,9036055.5,56660.466376478056,1235868.008667186,0.8997555012224939,0.0,0.03178484107579462,0.06356968215158924,0.004889975550122249,0.0,0.03178484107579462,0.004889975550122249,0.01927710843373494,0.03132530120481928,0.03855421686746988,4,5,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-6.0,80130.0,-0.014457831325301207,0.00985020993621033,20085.530562347187,0,900.0
1995-07-01 04:15:00-04:00,317,6252166,58,132,2,1,0.0,254533.0,19722.921135646688,38729.24675952548,3985.0,289,0,11,14,3,0,409.0,415.0,420.0,8214982.0,8134852.0,10795153.0,363.0,65.05382386916237,384.75,45.71196050634161,7233574.0,7900308.75,1387920.5038214545,1165910.6909340203,0.9116719242902208,0.0,0.03470031545741325,0.04416403785488959,0.00946372239747634,0.0,0.03470031545741325,0.00946372239747634,0.004889975550122249,0.03178484107579462,0.06356968215158924,4,5,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-92.0,-1962816.0,-0.2249388753056235,-0.23893125998328424,19722.921135646688,0,900.0
1995-07-01 04:30:00-04:00,405,7979117,55,172,1,1,0.0,569688.0,19701.523456790124,45421.91346339133,4347.0,378,0,9,17,1,0,317.0,409.0,398.0,6252166.0,8214982.0,8999235.0,361.0,62.22539674441618,386.5,46.515230480635786,7115641.5,7645279.25,1221138.7628768894,933890.5845173966,0.9333333333333333,0.0,0.022222222222222223,0.04197530864197531,0.0024691358024691358,0.0,0.022222222222222223,0.0024691358024691358,0.00946372239747634,0.03470031545741325,0.04416403785488959,4,5,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,88.0,1726951.0,0.27760252365930604,0.2762164344324831,19701.523456790124,0,900.0
1995-07-01 04:45:00-04:00,351,6873505,53,141,2,1,0.0,946425.0,19582.63532763533,69185.27543098258,3985.0,314,0,6,27,4,0,405.0,317.0,415.0,7979117.0,6252166.0,8134852.0,378.0,38.18376618407357,370.5,44.40345331915828,7426311.0,7329942.5,781785.7425612212,926401.6089812208,0.8945868945868946,0.0,0.017094017094017096,0.07692307692307693,0.011396011396011397,0.0,0.017094017094017096,0.011396011396011397,0.0024691358024691358,0.022222222222222223,0.04197530864197531,4,5,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-54.0,-1105612.0,-0.1333333333333333,-0.13856320191820726,19582.63532763533,0,900.0
1995-07-01 05:00:00-04:00,284,8306767,43,121,2,1,0.0,1121554.0,29249.179577464787,107512.51655455484,3985.0,244,0,10,30,0,0,351.0,405.0,409.0,6873505.0,7979117.0,8214982.0,317.5,47.37615433949868,339.25,51.66801073520574,7590136.0,7352888.75,1013469.2794169935,956285.3285940576,0.8591549295774648,0.0,0.035211267605633804,0.1056338028169014,0.0,0.0,0.035211267605633804,0.0,0.011396011396011397,0.017094017094017096,0.07692307692307693,5,5,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-67.0,1433262.0,-0.19088319088319083,0.2085198163091464,29249.179577464787,0,900.0
1995-07-01 05:15:00-04:00,331,5903240,51,142,1,1,0.0,305722.0,17834.561933534744,41807.42649851493,3985.0,290,0,16,24,1,0,284.0,351.0,317.0,8306767.0,6873505.0,6252166.0,307.5,33.23401871576773,342.75,50.10904775254335,7105003.5,7265657.25,1699550.240464959,1095886.015467657,0.8761329305135952,0.0,0.04833836858006042,0.07250755287009064,0.0030211480362537764,0.0,0.04833836858006042,0.0030211480362537764,0.0,0.035211267605633804,0.1056338028169014,5,5,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,47.0,-2403527.0,0.16549295774647876,-0.28934566239789805,17834.561933534744,0,900.0
1995-07-01 05:30:00-04:00,336,6025407,49,122,2,1,0.0,887988.0,17932.758928571428,58696.091448238,3985.0,299,0,3,32,2,0,331.0,284.0,405.0,5903240.0,8306767.0,7979117.0,333.5,3.5355339059327378,325.5,28.942471675146702,5964323.5,6777229.75,86385.11413721695,1107226.0614440537,0.8898809523809523,0.0,0.008928571428571428,0.09523809523809523,0.005952380952380952,0.0,0.008928571428571428,0.005952380952380952,0.0030211480362537764,0.04833836858006042,0.07250755287009064,5,5,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,5.0,122167.0,0.015105740181268867,0.020694906525907886,17932.758928571428,0,900.0
1995-07-01 05:45:00-04:00,392,12857746,61,156,1,1,0.0,1269716.0,32800.37244897959,125083.58543799663,3985.0,335,0,23,28,6,0,336.0,331.0,351.0,6025407.0,5903240.0,6873505.0,364.0,39.59797974644666,335.75,44.214439572007116,9441576.5,8273290.0,4831193.238265315,3250049.871907301,0.8545918367346939,0.0,0.058673469387755105,0.07142857142857142,0.015306122448979591,0.0,0.058673469387755105,0.015306122448979591,0.005952380952380952,0.008928571428571428,0.09523809523809523,5,5,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,56.0,6832339.0,0.16666666666666674,1.1339215757541359,32800.37244897959,0,900.0
1995-07-01 06:00:00-04:00,373,10408483,57,110,2,1,0.0,1269716.0,27904.78016085791,114323.79972512869,3985.0,335,0,11,26,1,0,392.0,336.0,284.0,12857746.0,6025407.0,8306767.0,382.5,13.435028842544403,358.0,29.405214956987972,11633114.5,8798719.0,1731890.4762093069,3422576.9244440165,0.8981233243967829,0.0,0.029490616621983913,0.06970509383378017,0.002680965147453083,0.0,0.029490616621983913,0.002680965147453083,0.015306122448979591,0.058673469387755105,0.07142857142857142,6,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-19.0,-2449263.0,-0.04846938775510201,-0.19048929726874364,27904.78016085791,0,900.0
1995-07-01 06:15:00-04:00,396,10583814,55,165,2,1,0.0,1081049.0,26726.803030303032,91654.80511826661,4179.0,345,0,21,28,2,0,373.0,392.0,331.0,10408483.0,12857746.0,5903240.0,384.5,16.263455967290593,374.25,27.40285873164822,10496148.5,9968862.5,123977.73905221856,2855866.516980149,0.8712121212121212,0.0,0.05303030303030303,0.0707070707070707,0.005050505050505051,0.0,0.05303030303030303,0.005050505050505051,0.002680965147453083,0.029490616621983913,0.06970509383378017,6,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,23.0,175331.0,0.06166219839142095,0.01684500997887972,26726.803030303032,0,900.0
1995-07-01 06:30:00-04:00,417,8852321,64,159,1,1,0.0,887988.0,21228.58752997602,69914.79101558225,3707.0,360,0,16,40,1,0,396.0,373.0,336.0,10583814.0,10408483.0,6025407.0,406.5,14.849242404917497,394.5,18.046236911518953,9718067.5,10675591.0,1224350.4418770387,1649836.7230646375,0.8633093525179856,0.0,0.03836930455635491,0.09592326139088729,0.002398081534772182,0.0,0.03836930455635491,0.002398081534772182,0.005050505050505051,0.05303030303030303,0.0707070707070707,6,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,21.0,-1731493.0,0.05303030303030298,-0.16359820760266575,21228.58752997602,0,900.0
1995-07-01 06:45:00-04:00,342,7743586,53,131,1,1,0.0,543680.0,22642.06432748538,51451.15123582222,4347.0,295,0,21,26,0,0,417.0,396.0,392.0,8852321.0,10583814.0,12857746.0,379.5,53.033008588991066,382.0,32.15587038162708,8297953.5,9397051.0,783994.0370388668,1349330.4991634414,0.8625730994152047,0.0,0.06140350877192982,0.07602339181286549,0.0,0.0,0.06140350877192982,0.0,0.002398081534772182,0.03836930455635491,0.09592326139088729,6,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-75.0,-1108735.0,-0.17985611510791366,-0.1252479434489554,22642.06432748538,0,900.0
1995-07-01 07:00:00-04:00,301,5552823,43,104,2,1,0.0,835394.0,18447.916943521595,61430.82473218484,3635.0,244,0,14,41,2,0,342.0,417.0,373.0,7743586.0,8852321.0,10408483.0,321.5,28.991378028648448,364.0,52.55473337388367,6648204.5,8183136.0,1549103.3732725845,2107353.324621351,0.8106312292358804,0.0,0.046511627906976744,0.1362126245847176,0.006644518272425249,0.0,0.046511627906976744,0.006644518272425249,0.0,0.06140350877192982,0.07602339181286549,7,5,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-41.0,-2190763.0,-0.11988304093567248,-0.28291323942163227,18447.916943521595,0,900.0
1995-07-01 07:15:00-04:00,325,10495757,51,121,1,1,0.0,1121554.0,32294.636923076923,119199.71618924334,3985.0,285,0,11,29,0,0,301.0,342.0,396.0,5552823.0,7743586.0,10583814.0,313.0,16.97056274847714,346.25,50.07577591344277,8024290.0,8161121.75,3495182.1503575463,2074113.1940761844,0.8769230769230769,0.0,0.033846153846153845,0.08923076923076922,0.0,0.0,0.033846153846153845,0.0,0.006644518272425249,0.046511627906976744,0.1362126245847176,7,5,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,24.0,4942934.0,0.07973421926910307,0.8901659570276237,32294.636923076923,0,900.0
1995-07-01 07:30:00-04:00,436,8519726,57,198,2,1,0.0,1121554.0,19540.655963302754,76275.3370204453,3635.0,375,0,18,43,0,0,325.0,301.0,417.0,10495757.0,5552823.0,8852321.0,380.5,78.48885271170677,351.0,59.11006682452661,9507741.5,8077973.0,1397264.9199348346,2043609.7451922325,0.8600917431192661,0.0,0.04128440366972477,0.09862385321100918,0.0,0.0,0.04128440366972477,0.0,0.0,0.033846153846153845,0.08923076923076922,7,5,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,111.0,-1976031.0,0.34153846153846157,-0.18826950738284054,19540.655963302754,0,900.0
1995-07-01 07:45:00-04:00,495,11383813,65,177,1,1,0.0,1121554.0,22997.60202020202,87158.3585899733,3985.0,445,0,22,28,0,0,436.0,325.0,342.0,8519726.0,10495757.0,7743586.0,465.5,41.71930009000631,389.25,91.80550092450889,9951769.5,8988029.75,2025215.3396082353,2584116.396945175,0.898989898989899,0.0,0.044444444444444446,0.05656565656565657,0.0,0.0,0.044444444444444446,0.0,0.0,0.04128440366972477,0.09862385321100918,7,5,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,59.0,2864087.0,0.1353211009174311,0.33617125715075824,22997.60202020202,0,900.0
1995-07-01 08:00:00-04:00,428,12260679,64,164,2,1,0.0,1121554.0,28646.446261682242,113019.48284931395,3985.0,382,0,16,29,1,0,495.0,436.0,301.0,11383813.0,8519726.0,5552823.0,461.5,47.37615433949868,421.0,70.63049388661153,11822246.0,10664993.75,620037.8947919232,1601429.2915995114,0.8925233644859814,0.0,0.037383177570093455,0.06775700934579439,0.002336448598130841,0.0,0.037383177570093455,0.002336448598130841,0.0,0.044444444444444446,0.05656565656565657,8,5,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,-67.0,876866.0,-0.13535353535353534,0.07702744238683468,28646.446261682242,0,900.0
1995-07-01 08:15:00-04:00,602,11852205,86,206,1,1,0.0,1121554.0,19688.048172757473,67522.20761818503,3985.0,517,0,27,56,2,0,428.0,495.0,325.0,12260679.0,11383813.0,10495757.0,515.0,123.03657992645927,490.25,80.26778100001687,12056442.0,11004105.75,288834.73533839383,1694556.8750540398,0.8588039867109635,0.0,0.044850498338870434,0.09302325581395349,0.0033222591362126247,0.0,0.044850498338870434,0.0033222591362126247,0.002336448598130841,0.037383177570093455,0.06775700934579439,8,5,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,174.0,-408474.0,0.40654205607476634,-0.033315773131324944,19688.048172757473,0,900.0
1995-07-01 08:30:00-04:00,457,11820446,75,227,2,1,0.0,1269716.0,25865.30853391685,97435.2870048086,3985.0,397,0,18,40,2,0,602.0,428.0,436.0,11852205.0,12260679.0,8519726.0,529.5,102.5304832720494,495.5,76.11613933106874,11836325.5,11829285.75,22457.004263703562,358305.9867109562,0.8687089715536105,0.0,0.03938730853391685,0.087527352297593,0.00437636761487965,0.0,0.03938730853391685,0.00437636761487965,0.0033222591362126247,0.044850498338870434,0.09302325581395349,8,5,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,-145.0,-31759.0,-0.24086378737541525,-0.002679585781717453,25865.30853391685,0,900.0
1995-07-01 08:45:00-04:00,440,17322959,60,183,2,1,0.0,946425.0,39370.361363636366,109346.47650304026,4464.0,393,0,15,31,1,0,457.0,602.0,495.0,11820446.0,11852205.0,11383813.0,448.5,12.020815280171307,481.75,81.0447407300437,14571702.5,13314072.25,3890864.2558671334,2680098.601717403,0.8931818181818182,0.0,0.03409090909090909,0.07045454545454545,0.0022727272727272726,0.0,0.03409090909090909,0.0022727272727272726,0.00437636761487965,0.03938730853391685,0.087527352297593,8,5,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,-17.0,5502513.0,-0.03719912472647702,0.46550806966166935,39370.361363636366,0,900.0
1995-07-01 09:00:00-04:00,354,9257613,54,140,1,1,0.0,887988.0,26151.449152542373,72381.76027563428,4293.0,320,0,13,21,0,0,440.0,457.0,428.0,17322959.0,11820446.0,12260679.0,397.0,60.81118318204309,463.25,102.90246190770496,13290286.0,12563305.75,5703060.849215796,3398009.638129295,0.903954802259887,0.0,0.03672316384180791,0.059322033898305086,0.0,0.0,0.03672316384180791,0.0,0.0022727272727272726,0.03409090909090909,0.07045454545454545,9,5,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-86.0,-8065346.0,-0.19545454545454544,-0.46558708590143294,26151.449152542373,0,900.0
1995-07-01 09:15:00-04:00,556,16215008,85,181,1,1,0.0,1121554.0,29163.68345323741,109772.2860594004,4179.0,502,0,18,34,2,0,354.0,440.0,602.0,9257613.0,17322959.0,11852205.0,455.0,142.8355697996826,451.75,82.84272247256648,12736310.5,13654006.5,4919621.18389338,3773157.8747896296,0.9028776978417267,0.0,0.03237410071942446,0.06115107913669065,0.0035971223021582736,0.0,0.03237410071942446,0.0035971223021582736,0.0,0.03672316384180791,0.059322033898305086,9,5,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,202.0,6957395.0,0.5706214689265536,0.751532279433154,29163.68345323741,0,900.0
1995-07-01 09:30:00-04:00,570,19095804,95,169,2,1,0.0,1030878.0,33501.41052631579,130838.96886881089,3985.0,522,0,20,27,1,0,556.0,354.0,457.0,16215008.0,9257613.0,11820446.0,563.0,9.899494936611665,480.0,102.22850222255371,17655406.0,15472846.0,2037030.3868150814,4310014.24827753,0.9157894736842105,0.0,0.03508771929824561,0.04736842105263158,0.0017543859649122807,0.0,0.03508771929824561,0.0017543859649122807,0.0035971223021582736,0.03237410071942446,0.06115107913669065,9,5,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,14.0,2880796.0,0.02517985611510798,0.17766232369419743,33501.41052631579,0,900.0
1995-07-01 09:45:00-04:00,616,16579906,89,206,3,1,0.0,1130496.0,26915.43181818182,105800.47516759855,3985.0,532,0,26,58,0,0,570.0,556.0,440.0,19095804.0,16215008.0,17322959.0,593.0,32.526911934581186,524.0,116.19523799766209,17837855.0,15287082.75,1779008.5365736724,4218739.948203126,0.8636363636363636,0.0,0.04220779220779221,0.09415584415584416,0.0,0.0,0.04220779220779221,0.0,0.0017543859649122807,0.03508771929824561,0.04736842105263158,9,5,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,46.0,-2515898.0,0.08070175438596494,-0.13175135228660706,26915.43181818182,0,900.0
